UNIQUE_ID,COLLISION_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,PERSON_SEX,PERSON_AGE,VEHICLE_ID,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,CRASH_DATETIME
10105136,4196373,b9aebcd8-b705-4f07-8895-d4a0a0b102ae,OCCUPANT,UNSPECIFIED,F,0.0,19068905.0,,,,,,,,,Registrant,,,08/28/2019,16:10,,,40.843678,-73.871956,"(40.843678, -73.871956)",BRONX RIVER PARKWAY             ,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2019-08-28 16:10:00
9528932,4020218,5ce8b306-e03d-4711-8dc9-ba076a687bc5,OCCUPANT,UNSPECIFIED,M,33.0,18782904.0,,,,,,,,,Registrant,,,11/13/2018,22:15,QUEENS,11373.0,40.73088,-73.871635,"(40.73088, -73.871635)",WOODHAVEN BOULEVARD             ,60 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2018-11-13 22:15:00
7900888,3794184,745da265-b567-47df-aceb-17c83ff13599,OCCUPANT,UNSPECIFIED,M,27.0,17980091.0,,,,,,,,,Registrant,,,11/20/2017,6:30,,,40.76856,-73.906975,"(40.76856, -73.906975)",GRAND CENTRAL PKWY              ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2017-11-20 06:30:00
12509624,4603684,9d6e3906-ca0a-4537-ba14-7cdb834f377d,OCCUPANT,UNSPECIFIED,M,29.0,20384726.0,,,,,,,,,Registrant,,,02/07/2023,6:17,QUEENS,11356.0,40.789433,-73.84558,"(40.789433, -73.84558)",9 AVENUE,COLLEGE POINT BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,2023-02-07 06:17:00
7460265,3858674,9cc5d77b-0038-43b4-99f6-75d2bcdbdc98,OCCUPANT,UNSPECIFIED,F,46.0,17764403.0,,,,,,,,,Registrant,,,03/07/2018,13:07,,,40.744923,-73.83709,"(40.744923, -73.83709)",VAN WYCK EXPWY                  ,,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,,,,,Sedan,,,,,2018-03-07 13:07:00
12047070,4483072,0e9905ea-5a6d-4e13-9c75-62395aff6666,OTHER MOTORIZED,INJURED,F,34.0,20118971.0,Partially Ejected,Conscious,Elbow-Lower-Arm-Hand,Driver,Helmet Only (In-Line Skater/Bicyclist),,,Complaint of Pain or Nausea,Driver,,,12/02/2021,17:16,BROOKLYN,11211.0,40.7145,-73.957565,"(40.7145, -73.957565)",ROEBLING STREET,METROPOLITAN AVENUE,,1.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,E-Scooter,,,,2021-12-02 17:16:00
6671624,3534465,2220122,OCCUPANT,UNSPECIFIED,,0.0,17383652.0,,,,,,,,,Registrant,,,10/05/2016,6:50,,,40.77855,-73.925674,"(40.77855, -73.925674)",TRIBOROUGH BRIDGE               ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2016-10-05 06:50:00
7160352,3739251,9ababfb7-95ad-437f-b6f5-7651628c5a74,OCCUPANT,UNSPECIFIED,M,24.0,17618043.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,08/27/2017,2:00,BRONX,10453.0,40.854244,-73.91557,"(40.854244, -73.91557)",WEST BURNSIDE AVENUE            ,PHELAN PLACE,,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-08-27 02:00:00
6457260,3546774,2446967,OCCUPANT,UNSPECIFIED,M,34.0,17281172.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,10/21/2016,18:04,,,40.723236,-73.99674,"(40.723236, -73.99674)",LAFAYETTE STREET                ,,,1.0,0.0,1,0,0,0,0,0,Turning Improperly,,,,,Sedan,,,,,2016-10-21 18:04:00
11811820,4406561,bb40cc4a-318a-4594-bad6-b8b278353be6,OCCUPANT,INJURED,F,20.0,19981840.0,Not Ejected,Conscious,Elbow-Lower-Arm-Hand,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,04/10/2021,20:35,QUEENS,11436.0,40.686302,-73.793915,"(40.686302, -73.793915)",SUTPHIN BOULEVARD               ,LINDEN BOULEVARD,,2.0,0.0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-10 20:35:00
13396169,4820996,3adafca4-f15d-4cf6-a699-11d6b96e565b,OCCUPANT,UNSPECIFIED,M,56.0,20889967.0,,,,,,,,,Registrant,,,06/16/2025,13:20,BROOKLYN,11221.0,40.68898,-73.93211,"(40.68898, -73.93211)",,,706       QUINCY ST,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Bus,Station Wagon/Sport Utility Vehicle,,,,2025-06-16 13:20:00
7739606,3788193,6bcba9b9-aefa-48b2-aaa2-1f397ac02ec3,OCCUPANT,UNSPECIFIED,M,47.0,17901319.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,11/04/2017,1:40,MANHATTAN,10011.0,40.74822,-74.007484,"(40.74822, -74.007484)",WEST 22 STREET                  ,11 AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Taxi,Taxi,,,,2017-11-04 01:40:00
11407317,4346164,aa8b0892-5a59-4a71-9dee-cfdf47e6ad83,OCCUPANT,UNSPECIFIED,F,28.0,19746113.0,,,,,,,,,Registrant,,,09/02/2020,17:20,STATEN ISLAND,10312.0,40.55231,-74.19095,"(40.55231, -74.19095)",,,262       ARDEN AVENUE                  ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unsafe Speed,,,,Sedan,Sedan,,,,2020-09-02 17:20:00
12813691,4682307,239996d0-afd1-4808-8717-673f71cdda82,OCCUPANT,UNSPECIFIED,F,38.0,20557165.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,11/17/2023,18:15,,,40.666355,-73.80163,"(40.666355, -73.80163)",VAN WYCK EXPWY,,,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2023-11-17 18:15:00
9231805,3906892,6462f5e5-875c-4108-86fb-d6106101d9a3,PEDESTRIAN,INJURED,M,2.0,,,Conscious,Entire Body,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,,Whiplash,Pedestrian,Unspecified,Unspecified,05/23/2018,17:55,BRONX,10458.0,40.87138,-73.88379,"(40.87138, -73.88379)",EAST 201 STREET                 ,BAINBRIDGE AVENUE,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,2018-05-23 17:55:00
6539328,3540360,2330093,OCCUPANT,UNSPECIFIED,M,49.0,17320315.0,,,,,,,,,Registrant,,,10/13/2016,20:00,,,,,,HAMILTON AVENUE                 ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Alcohol Involvement,,,,Sedan,Sedan,,,,2016-10-13 20:00:00
9181414,3908644,e7638aff-ba46-4346-b778-2f8309a79043,OCCUPANT,UNSPECIFIED,M,7.0,18612274.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,05/23/2018,21:15,BROOKLYN,11233.0,40.67619,-73.9081,"(40.67619, -73.9081)",EASTERN PARKWAY                 ,ATLANTIC AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2018-05-23 21:15:00
6831727,3631327,12a136b6-5e0b-4d5c-90db-15e17dcc3887,OCCUPANT,UNSPECIFIED,M,0.0,17460497.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,03/13/2017,11:02,,,40.829327,-73.84741,"(40.829327, -73.84741)",CROSS BRONX EXPY                ,,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Sedan,,,,2017-03-13 11:02:00
13376576,4815216,b69ad7d0-44f9-4cdd-ae4d-410956badfb4,OCCUPANT,UNSPECIFIED,M,61.0,20878822.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,05/23/2025,18:57,QUEENS,11101.0,40.754807,-73.91687,"(40.754807, -73.91687)",34 AVE,45 ST,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,2025-05-23 18:57:00
7711700,3751894,f739f282-51fa-41cd-8c98-ae08f4f338ca,OCCUPANT,UNSPECIFIED,,,,,,,,,,,,Witness,,,09/15/2017,19:15,MANHATTAN,10013.0,40.72004,-74.00392,"(40.72004, -74.00392)",LISPENARD STREET                ,CHURCH STREET,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,2017-09-15 19:15:00
11247095,4263572,9776a650-898c-4d92-8f27-d2a51061b2a1,OCCUPANT,UNSPECIFIED,M,71.0,19656407.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,12/23/2019,16:25,QUEENS,11368.0,40.748,-73.86184,"(40.748, -73.86184)",,,103-34    42 AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Backing Unsafely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2019-12-23 16:25:00
5934169,3431113,528843,OCCUPANT,UNSPECIFIED,F,,17033619.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,04/30/2016,23:00,MANHATTAN,10014.0,,,,WEST 14 STREET                  ,WEST STREET,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4 dr sedan,Taxi,,,,2016-04-30 23:00:00
12223617,4528911,7da026bc-11c6-4646-a256-42393d830b20,OCCUPANT,UNSPECIFIED,F,68.0,20220808.0,,,,,,,,,Registrant,,,05/18/2022,11:05,,,40.789577,-73.78414,"(40.789577, -73.78414)",CROSS ISLAND PARKWAY,,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Other Vehicular,Other Vehicular,Other Vehicular,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,2022-05-18 11:05:00
12493045,4598649,58b41afe-d001-4ad4-9e80-9c2bfd36786a,OCCUPANT,UNSPECIFIED,F,31.0,20375251.0,,,,,,,,,Registrant,,,01/16/2023,16:15,BRONX,10458.0,40.85559,-73.886536,"(40.85559, -73.886536)",,,2420      HUGHES AVENUE,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2023-01-16 16:15:00
7228383,3725385,8c583323-d66d-48f0-8211-93a5b8d23db6,OCCUPANT,INJURED,F,52.0,17650807.0,Not Ejected,Conscious,Entire Body,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Complaint of Pain,Passenger,,,08/06/2017,10:50,BRONX,10466.0,40.895718,-73.849525,"(40.895718, -73.849525)",WICKHAM AVENUE                  ,PITMAN AVENUE,,6.0,0.0,0,0,0,0,6,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-08-06 10:50:00
7349446,3844642,3e055592-066d-46dd-9e6c-d8c6d41a8cf9,OCCUPANT,UNSPECIFIED,M,29.0,17710149.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,02/11/2018,10:20,,,40.671627,-73.93364,"(40.671627, -73.93364)",SCHENECTADY AVENUE              ,,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,,,,,2018-02-11 10:20:00
7906188,3824497,58011be9-81bc-4298-9527-32cedebd0843,OCCUPANT,UNSPECIFIED,F,32.0,17982760.0,,,,,,,,,Registrant,,,12/22/2017,0:32,MANHATTAN,10065.0,40.75964,-73.95817,"(40.75964, -73.95817)",EAST 61 STREET                  ,ROOSEVELT DRIVE,,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2017-12-22 00:32:00
12538403,4611465,2c7f1a64-1f7c-45b4-a026-a1688a8969ab,OCCUPANT,UNSPECIFIED,M,47.0,20401171.0,,,,,,,,,Registrant,,,03/07/2023,9:40,QUEENS,11691.0,40.60666,-73.76298,"(40.60666, -73.76298)",,,24-11     BAYSWATER AVENUE,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,2023-03-07 09:40:00
12583219,4622642,fd98e2a2-562c-40ea-8aac-627c4902fc95,OCCUPANT,UNSPECIFIED,M,43.0,20426346.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,04/21/2023,17:45,,,40.67612,-73.936005,"(40.67612, -73.936005)",DEAN STREET,,,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,2023-04-21 17:45:00
11138954,4311825,931f3f16-0bb6-4fb7-90db-e88924eefae9,OCCUPANT,UNSPECIFIED,M,67.0,19600224.0,,,,,,,,,Registrant,,,04/26/2020,0:15,,,,,,NEW ENGLAND THRUWAY RAMP        ,,,1.0,0.0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Ambulance,,,,2020-04-26 00:15:00
11531330,4378670,aed33277-a8a3-4748-a1b5-12706043cad3,OCCUPANT,UNSPECIFIED,,,19818462.0,,,,,,,,,Registrant,,,12/23/2020,22:00,QUEENS,11373.0,40.74524,-73.86929,"(40.74524, -73.86929)",43 AVENUE                       ,95 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Van,,,,2020-12-23 22:00:00
6149786,3618574,409809b5-5a19-4240-abfe-7f574ea85b78,OCCUPANT,UNSPECIFIED,,0.0,17136399.0,,,,,,,,,Registrant,,,02/19/2017,1:55,QUEENS,11379.0,40.71946,-73.89117,"(40.71946, -73.89117)",69 STREET                       ,ELIOT AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,2017-02-19 01:55:00
7873665,3770965,b14e6804-1292-4173-b103-40d76b97ddf7,OCCUPANT,UNSPECIFIED,F,66.0,17966629.0,,,,,,,,,Registrant,,,10/17/2017,7:30,,,40.76348,-73.96728,"(40.76348, -73.96728)",EAST 61 STREET                  ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2017-10-17 07:30:00
11412994,4347644,a8e5824d-40c7-4ab7-8125-278a516e2178,OCCUPANT,UNSPECIFIED,M,5.0,19749385.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,09/08/2020,17:51,BROOKLYN,11207.0,40.660656,-73.885796,"(40.660656, -73.885796)",LINDEN BOULEVARD                ,VAN SICLEN AVENUE,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2020-09-08 17:51:00
11259181,3787527,d945ce9d-4ec5-4b3b-819a-44dfa52c6218,OCCUPANT,UNSPECIFIED,F,68.0,19662606.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,11/10/2017,6:40,,,40.74273,-73.91499,"(40.74273, -73.91499)",50 STREET                       ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2017-11-10 06:40:00
8988468,4080926,5eb61ec2-2def-46a0-b585-8a38005373d6,OCCUPANT,UNSPECIFIED,M,0.0,18516921.0,,,,,,,,,Registrant,,,02/14/2019,13:30,MANHATTAN,10023.0,40.77428,-73.97738,"(40.77428, -73.97738)",CENTRAL PARK WEST               ,WEST 69 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2019-02-14 13:30:00
12832241,4687276,091ddbf1-0333-435b-8252-fe352b9bcd91,OCCUPANT,UNSPECIFIED,,,20567738.0,,,,,,,,,Registrant,,,12/14/2023,6:20,,,40.6796,-73.80349,"(40.6796, -73.80349)",VANWYCK EXPRESSWAY,116 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Garbage or Refuse,,,,,2023-12-14 06:20:00
10227845,4225033,232f53b2-a137-4527-93ab-c3aae00811d0,OCCUPANT,UNSPECIFIED,F,60.0,19130634.0,,,,,,,,,Registrant,,,10/13/2019,13:00,,,40.768234,-73.90709,"(40.768234, -73.90709)",ASTORIA BOULEVARD               ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,2019-10-13 13:00:00
12935308,4713707,bf75115a-14de-4cd4-9da8-faf308146f49,BICYCLIST,INJURED,M,23.0,20626212.0,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,,,,Complaint of Pain or Nausea,Driver,,,03/29/2024,17:50,,,40.61913,-73.99019,"(40.61913, -73.99019)",65 STREET,,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,E-Bike,,,,2024-03-29 17:50:00
7228999,3726464,e19760f8-727d-41f3-b034-479fe9080aac,OCCUPANT,UNSPECIFIED,,0.0,17651094.0,,,,,,,,,Registrant,,,08/05/2017,23:15,,,40.670486,-73.802666,"(40.670486, -73.802666)",131 AVENUE                      ,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,2017-08-05 23:15:00
7350420,3844351,5abac23a-12d7-4344-9d6d-8ac3694018cb,OCCUPANT,UNSPECIFIED,M,1.0,17710614.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,02/11/2018,23:50,BROOKLYN,11215.0,40.672523,-73.97048,"(40.672523, -73.97048)",,,65        PLAZA STREET WEST             ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Sedan,,,,2018-02-11 23:50:00
13507293,4850208,558878f6-ac74-4fa3-9755-09f8a7797052,OCCUPANT,UNSPECIFIED,M,38.0,20954249.0,,,,,,,,,Registrant,,,10/11/2025,22:40,QUEENS,11373.0,40.7413,-73.88028,"(40.7413, -73.88028)",BROADWAY,WHITNEY AVE,,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Moped,Sedan,,,,2025-10-11 22:40:00
12943821,4716019,2be38567-f2d0-43ea-bc57-be2aa436cd22,OCCUPANT,INJURED,M,32.0,20631091.0,Not Ejected,Conscious,Entire Body,Driver,Air Bag Deployed/Lap Belt/Harness,,,None Visible,Driver,,,04/08/2024,8:50,,,,,,VERRAZANO BRIDGE LOWER,,,2.0,0.0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2024-04-08 08:50:00
10179014,4213592,cbe8e971-0959-4728-bb13-08da1ea9b5df,OCCUPANT,UNSPECIFIED,M,29.0,19106191.0,,,,,,,,,Registrant,,,09/27/2019,11:30,,,40.72545,-73.837776,"(40.72545, -73.837776)",GRAND CENTRAL PKWY              ,,,1.0,0.0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,Sedan,Motorcycle,,,,2019-09-27 11:30:00
11755558,4404474,bd831528-537f-4716-8b78-5858b6ef5dca,OCCUPANT,INJURED,F,29.0,19949129.0,Not Ejected,Conscious,Unknown,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,04/03/2021,11:30,,,40.59281,-73.97877,"(40.59281, -73.97877)",WEST 8 STREET                   ,86 STREET,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,2021-04-03 11:30:00
7242467,3732523,b0932b1a-6631-421e-9f07-c36af1ac5c10,OCCUPANT,UNSPECIFIED,F,39.0,17657494.0,,,,,,,,,Registrant,,,08/16/2017,23:15,QUEENS,11385.0,40.696747,-73.90613,"(40.696747, -73.90613)",WEIRFIELD STREET                ,WYCKOFF AVENUE,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,Sedan,TRACT,,,,2017-08-16 23:15:00
9724855,4018457,54b3df65-93f9-4a18-8da2-bcfbae8eb091,OCCUPANT,UNSPECIFIED,,0.0,18880229.0,,,,,,,,,Registrant,,,11/08/2018,20:59,BROOKLYN,11239.0,,,,,,542       SCHROEDERS AVENUE             ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2018-11-08 20:59:00
11965438,4461537,7f56c0e8-84c0-4c83-ad9f-fe8fbba35449,OCCUPANT,UNSPECIFIED,F,4.0,20072147.0,Not Ejected,Does Not Apply,Does Not Apply,"Middle rear seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,09/26/2021,0:00,,,40.63277,-74.09004,"(40.63277, -74.09004)",CASTLETON AVENUE,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-09-26 00:00:00
9514677,3955458,d896a15e-8b2d-4f23-85ce-583f5b119b40,OCCUPANT,UNSPECIFIED,M,32.0,18775874.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,08/04/2018,8:00,QUEENS,11417.0,40.680183,-73.8459,"(40.680183, -73.8459)",LIBERTY AVENUE                  ,93 STREET,,1.0,0.0,0,0,0,0,1,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,2018-08-04 08:00:00
5817245,3407920,449141,OCCUPANT,UNSPECIFIED,M,44.0,16978565.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,04/21/2016,18:50,,,40.72895,-73.97182,"(40.72895, -73.97182)",Franklin D Roosevelt Dr         ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,,2016-04-21 18:50:00
7802329,3792999,76993a2c-de49-45b3-8559-239cb5bdd7ed,OCCUPANT,UNSPECIFIED,M,25.0,17931795.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,,,,Does Not Apply,Passenger,,,11/18/2017,20:15,BROOKLYN,11235.0,40.58788,-73.955025,"(40.58788, -73.955025)",,,1416      AVENUE Z                      ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Pick-up Truck,Sedan,Station Wagon/Sport Utility Vehicle,,,2017-11-18 20:15:00
7108129,3702010,40f74625-e912-4d5d-bdbd-d9c5f3a3e24e,OCCUPANT,UNSPECIFIED,M,26.0,17592905.0,,,,,,,,,Registrant,,,06/29/2017,8:55,,,40.798256,-73.82744,"(40.798256, -73.82744)",BRONX WHITESTONE BRIDGE         ,,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,2017-06-29 08:55:00
11598084,4396975,a80e2178-43a6-4a82-a6d0-17640695dc36,OCCUPANT,UNSPECIFIED,M,58.0,19857981.0,,,,,,,,,Registrant,,,03/07/2021,17:53,,,40.79465,-73.971794,"(40.79465, -73.971794)",BROADWAY                        ,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,,,,,Station Wagon/Sport Utility Vehicle,,,,,2021-03-07 17:53:00
12222005,4528505,49e69181-6492-4f77-94d5-fba7d62f0451,OCCUPANT,UNSPECIFIED,M,73.0,20219894.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,05/17/2022,8:30,QUEENS,11385.0,,,,WOODHAVEN BOULEVARD,FOREST PARK DRIVE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Bus,Dump,,,,2022-05-17 08:30:00
7496363,3900198,f4c9d541-0e3a-4c4c-abf1-53e3da40d9f5,OCCUPANT,UNSPECIFIED,M,28.0,17782285.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,05/13/2018,7:41,BROOKLYN,11224.0,40.578236,-73.99157,"(40.578236, -73.99157)",WEST 24 STREET                  ,NEPTUNE AVENUE,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,2018-05-13 07:41:00
